"hugo_gene"	"link"
"USP13"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=USP13', target = '_blank'>GeneCards</a>"
"GRM6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM6', target = '_blank'>GeneCards</a>"
"GRM7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM7', target = '_blank'>GeneCards</a>"
"RUVBL1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RUVBL1', target = '_blank'>GeneCards</a>"
"SLC7A5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A5', target = '_blank'>GeneCards</a>"
"SLC15A1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC15A1', target = '_blank'>GeneCards</a>"
"GRIK3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIK3', target = '_blank'>GeneCards</a>"
"SRR"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SRR', target = '_blank'>GeneCards</a>"
"AKT1S1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT1S1', target = '_blank'>GeneCards</a>"
"OAT"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=OAT', target = '_blank'>GeneCards</a>"
"RAPGEF3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RAPGEF3', target = '_blank'>GeneCards</a>"
"GALK1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GALK1', target = '_blank'>GeneCards</a>"
"PDGFA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFA', target = '_blank'>GeneCards</a>"
"PDGFB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFB', target = '_blank'>GeneCards</a>"
"BLM"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=BLM', target = '_blank'>GeneCards</a>"
"WRN"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=WRN', target = '_blank'>GeneCards</a>"
"SLC22A11"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A11', target = '_blank'>GeneCards</a>"
"SLC22A6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A6', target = '_blank'>GeneCards</a>"
"UPP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=UPP1', target = '_blank'>GeneCards</a>"
"CASP14"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP14', target = '_blank'>GeneCards</a>"
"CPN1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CPN1', target = '_blank'>GeneCards</a>"
"KLK8"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK8', target = '_blank'>GeneCards</a>"
"KLK2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK2', target = '_blank'>GeneCards</a>"
"AOC1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AOC1', target = '_blank'>GeneCards</a>"
"SAT1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SAT1', target = '_blank'>GeneCards</a>"
"CHRNA10"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA10', target = '_blank'>GeneCards</a>"
"CHRNA9"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA9', target = '_blank'>GeneCards</a>"
"PLEKHA1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHA1', target = '_blank'>GeneCards</a>"
"F8"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=F8', target = '_blank'>GeneCards</a>"
"MRE11"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MRE11', target = '_blank'>GeneCards</a>"
"SH2D1A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SH2D1A', target = '_blank'>GeneCards</a>"
"MMP11"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP11', target = '_blank'>GeneCards</a>"
"UBE2I"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2I', target = '_blank'>GeneCards</a>"
"NEU2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NEU2', target = '_blank'>GeneCards</a>"
"NANP"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NANP', target = '_blank'>GeneCards</a>"
"TSSK3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TSSK3', target = '_blank'>GeneCards</a>"
"ATIC"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ATIC', target = '_blank'>GeneCards</a>"
"APAF1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=APAF1', target = '_blank'>GeneCards</a>"
"CYCS"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CYCS', target = '_blank'>GeneCards</a>"
"KYNU"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KYNU', target = '_blank'>GeneCards</a>"
"CPM"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CPM', target = '_blank'>GeneCards</a>"
"GABBR1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GABBR1', target = '_blank'>GeneCards</a>"
"GABBR2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GABBR2', target = '_blank'>GeneCards</a>"
"LGALS4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS4', target = '_blank'>GeneCards</a>"
"LGALS8"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS8', target = '_blank'>GeneCards</a>"
"OGT"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=OGT', target = '_blank'>GeneCards</a>"
"CD44"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CD44', target = '_blank'>GeneCards</a>"
"HRAS"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HRAS', target = '_blank'>GeneCards</a>"
"ST6GAL1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ST6GAL1', target = '_blank'>GeneCards</a>"
"ENGASE"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ENGASE', target = '_blank'>GeneCards</a>"
"FUT8"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT8', target = '_blank'>GeneCards</a>"
"ENTPD1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ENTPD1', target = '_blank'>GeneCards</a>"
"PTP4A1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTP4A1', target = '_blank'>GeneCards</a>"
"PTP4A2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTP4A2', target = '_blank'>GeneCards</a>"
"FCGR1A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR1A', target = '_blank'>GeneCards</a>"
"FCGR2A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR2A', target = '_blank'>GeneCards</a>"
"TRIM33"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM33', target = '_blank'>GeneCards</a>"
"DDO"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DDO', target = '_blank'>GeneCards</a>"
"SGK2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SGK2', target = '_blank'>GeneCards</a>"
"SGK3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SGK3', target = '_blank'>GeneCards</a>"
"ACVR2A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR2A', target = '_blank'>GeneCards</a>"
"TPH2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TPH2', target = '_blank'>GeneCards</a>"
"SHMT1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SHMT1', target = '_blank'>GeneCards</a>"
"MTHFD2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFD2', target = '_blank'>GeneCards</a>"
"AHCYL1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AHCYL1', target = '_blank'>GeneCards</a>"
"NNMT"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NNMT', target = '_blank'>GeneCards</a>"
"PDCD4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD4', target = '_blank'>GeneCards</a>"
"NADK"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NADK', target = '_blank'>GeneCards</a>"
"TPMT"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TPMT', target = '_blank'>GeneCards</a>"
"RNASE2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASE2', target = '_blank'>GeneCards</a>"
"EZH1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=EZH1', target = '_blank'>GeneCards</a>"
"KMT5C"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT5C', target = '_blank'>GeneCards</a>"
"SETDB1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SETDB1', target = '_blank'>GeneCards</a>"
"ST3GAL1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ST3GAL1', target = '_blank'>GeneCards</a>"
"GABRD"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRD', target = '_blank'>GeneCards</a>"
"GABRE"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRE', target = '_blank'>GeneCards</a>"
"GABRG1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRG1', target = '_blank'>GeneCards</a>"
"GABRG3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRG3', target = '_blank'>GeneCards</a>"
"GABRP"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRP', target = '_blank'>GeneCards</a>"
"GABRQ"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRQ', target = '_blank'>GeneCards</a>"
"TAAR5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TAAR5', target = '_blank'>GeneCards</a>"
"ENO1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO1', target = '_blank'>GeneCards</a>"
"JMJD1C"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=JMJD1C', target = '_blank'>GeneCards</a>"
"GRIA3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIA3', target = '_blank'>GeneCards</a>"
"UBA6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA6', target = '_blank'>GeneCards</a>"
"UBA7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA7', target = '_blank'>GeneCards</a>"
"MAN2A1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN2A1', target = '_blank'>GeneCards</a>"
"ARNT"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ARNT', target = '_blank'>GeneCards</a>"
"LARS"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LARS', target = '_blank'>GeneCards</a>"
"PITRM1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PITRM1', target = '_blank'>GeneCards</a>"
"SENP2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SENP2', target = '_blank'>GeneCards</a>"
"L3MBTL4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=L3MBTL4', target = '_blank'>GeneCards</a>"
"SELE"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SELE', target = '_blank'>GeneCards</a>"
"SELL"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SELL', target = '_blank'>GeneCards</a>"
"USP4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=USP4', target = '_blank'>GeneCards</a>"
"HMOX1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HMOX1', target = '_blank'>GeneCards</a>"
"DDX3X"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX3X', target = '_blank'>GeneCards</a>"
"POT1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=POT1', target = '_blank'>GeneCards</a>"
"MAG"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAG', target = '_blank'>GeneCards</a>"
"ADIPOR1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOR1', target = '_blank'>GeneCards</a>"
"ADIPOR2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOR2', target = '_blank'>GeneCards</a>"
"SFN"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SFN', target = '_blank'>GeneCards</a>"
"HIPK2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HIPK2', target = '_blank'>GeneCards</a>"
"HIPK3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HIPK3', target = '_blank'>GeneCards</a>"
"HIPK4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HIPK4', target = '_blank'>GeneCards</a>"
"KLHL6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL6', target = '_blank'>GeneCards</a>"
"U2AF1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=U2AF1', target = '_blank'>GeneCards</a>"
"U2AF1L4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=U2AF1L4', target = '_blank'>GeneCards</a>"
"GSTO1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTO1', target = '_blank'>GeneCards</a>"
"MB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MB', target = '_blank'>GeneCards</a>"
"WNK3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=WNK3', target = '_blank'>GeneCards</a>"
"DDIT3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DDIT3', target = '_blank'>GeneCards</a>"
"LIPC"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPC', target = '_blank'>GeneCards</a>"
"ADAM33"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM33', target = '_blank'>GeneCards</a>"
"TRHDE"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TRHDE', target = '_blank'>GeneCards</a>"
"PYGM"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PYGM', target = '_blank'>GeneCards</a>"
"AMPD1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AMPD1', target = '_blank'>GeneCards</a>"
"AMPD3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AMPD3', target = '_blank'>GeneCards</a>"
"FUT4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT4', target = '_blank'>GeneCards</a>"
"DTYMK"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DTYMK', target = '_blank'>GeneCards</a>"
"P4HA1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HA1', target = '_blank'>GeneCards</a>"
"DNASE1L3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DNASE1L3', target = '_blank'>GeneCards</a>"
"CCNI"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNI', target = '_blank'>GeneCards</a>"
"UNG"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=UNG', target = '_blank'>GeneCards</a>"
"HIF1AN"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HIF1AN', target = '_blank'>GeneCards</a>"
"SCD5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SCD5', target = '_blank'>GeneCards</a>"
"SIRT5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT5', target = '_blank'>GeneCards</a>"
"AGBL2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AGBL2', target = '_blank'>GeneCards</a>"
"ADAMTS13"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS13', target = '_blank'>GeneCards</a>"
"ST3GAL3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ST3GAL3', target = '_blank'>GeneCards</a>"
"LIPA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPA', target = '_blank'>GeneCards</a>"
"NT5M"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NT5M', target = '_blank'>GeneCards</a>"
"UCHL5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=UCHL5', target = '_blank'>GeneCards</a>"
"DUSP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP1', target = '_blank'>GeneCards</a>"
"DUSP6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP6', target = '_blank'>GeneCards</a>"
"SLC43A1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC43A1', target = '_blank'>GeneCards</a>"
"UCHL3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=UCHL3', target = '_blank'>GeneCards</a>"
"DNMT3L"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT3L', target = '_blank'>GeneCards</a>"
"RAD1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD1', target = '_blank'>GeneCards</a>"
"DBH"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DBH', target = '_blank'>GeneCards</a>"
"IDO2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IDO2', target = '_blank'>GeneCards</a>"
"PGAM1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAM1', target = '_blank'>GeneCards</a>"
"SLC27A2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A2', target = '_blank'>GeneCards</a>"
"TTPA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TTPA', target = '_blank'>GeneCards</a>"
"B4GALT1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GALT1', target = '_blank'>GeneCards</a>"
"ME1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ME1', target = '_blank'>GeneCards</a>"
"KCNA2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNA2', target = '_blank'>GeneCards</a>"
"KCNA4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNA4', target = '_blank'>GeneCards</a>"
"KCNA7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNA7', target = '_blank'>GeneCards</a>"
"CDA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDA', target = '_blank'>GeneCards</a>"
"P2RY14"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY14', target = '_blank'>GeneCards</a>"
"SLC8B1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC8B1', target = '_blank'>GeneCards</a>"
"USP21"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=USP21', target = '_blank'>GeneCards</a>"
"ELOVL1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOVL1', target = '_blank'>GeneCards</a>"
"ITPR1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR1', target = '_blank'>GeneCards</a>"
"ITPR2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR2', target = '_blank'>GeneCards</a>"
"ITPR3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR3', target = '_blank'>GeneCards</a>"
"PSMG1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMG1', target = '_blank'>GeneCards</a>"
"PLCG1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCG1', target = '_blank'>GeneCards</a>"
"UQCRB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRB', target = '_blank'>GeneCards</a>"
"FABP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP1', target = '_blank'>GeneCards</a>"
"LASP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LASP1', target = '_blank'>GeneCards</a>"
"LCT"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LCT', target = '_blank'>GeneCards</a>"
"MAP1B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP1B', target = '_blank'>GeneCards</a>"
"FAM83B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM83B', target = '_blank'>GeneCards</a>"
"RAMP3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RAMP3', target = '_blank'>GeneCards</a>"
"RRM1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RRM1', target = '_blank'>GeneCards</a>"
"TARS"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TARS', target = '_blank'>GeneCards</a>"
"PRLR"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRLR', target = '_blank'>GeneCards</a>"
"TXN2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TXN2', target = '_blank'>GeneCards</a>"
"BID"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=BID', target = '_blank'>GeneCards</a>"
"PNLIP"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PNLIP', target = '_blank'>GeneCards</a>"
"KCNB2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNB2', target = '_blank'>GeneCards</a>"
"ELF3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ELF3', target = '_blank'>GeneCards</a>"
"MED23"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MED23', target = '_blank'>GeneCards</a>"
"MMP17"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP17', target = '_blank'>GeneCards</a>"
"LAP3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LAP3', target = '_blank'>GeneCards</a>"
"RNPEP"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RNPEP', target = '_blank'>GeneCards</a>"
"MBOAT4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MBOAT4', target = '_blank'>GeneCards</a>"
"CCR6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR6', target = '_blank'>GeneCards</a>"
"PHLPP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PHLPP1', target = '_blank'>GeneCards</a>"
"BHMT2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=BHMT2', target = '_blank'>GeneCards</a>"
"SUMO2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SUMO2', target = '_blank'>GeneCards</a>"
"SUMO3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SUMO3', target = '_blank'>GeneCards</a>"
"PAH"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PAH', target = '_blank'>GeneCards</a>"
"HNRNPA1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA1', target = '_blank'>GeneCards</a>"
"VIPR1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=VIPR1', target = '_blank'>GeneCards</a>"
"PPIC"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIC', target = '_blank'>GeneCards</a>"
"C3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=C3', target = '_blank'>GeneCards</a>"
"SPSB2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SPSB2', target = '_blank'>GeneCards</a>"
"CD2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CD2', target = '_blank'>GeneCards</a>"
"CD58"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CD58', target = '_blank'>GeneCards</a>"
"PPM1D"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1D', target = '_blank'>GeneCards</a>"
"LMO2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LMO2', target = '_blank'>GeneCards</a>"
"MSTN"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MSTN', target = '_blank'>GeneCards</a>"
"PCSK4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK4', target = '_blank'>GeneCards</a>"
